acc_x, acc_y, angular_z, stamp, 
-0.04781083511124441, 0.008347449111637189, 0.0004018109348973551, 4895171000000, 
-0.0832273376599655, 0.0012924125774474763, 0.0001756469848517346, 4895176000000, 
-0.029174349446676396, -0.014592266640477053, -0.00031860013979037875, 4895181000000, 
-0.041492690785679354, -0.015437590648090546, 2.7434217587112673e-05, 4895186000000, 
-0.08657421412640666, 0.013481435342517825, 5.6441763630680916e-05, 4895191000000, 
-0.04022107064606168, 0.001352406340028433, 3.68001017800833e-05, 4895196000000, 
-0.03267219084559503, 0.01986753575263084, -0.00041677168843451157, 4895201000000, 
-0.04744810060294428, 0.012224570125411073, 0.00034469860245548464, 4895206000000, 
-0.0211037837727375, 0.02000558469348314, 0.00027240284863777196, 4895211000000, 
-0.07932907725954744, 0.011899945431838765, -0.0002757843487529515, 4895216000000, 
-0.05420667686264125, 0.01624268978227546, 0.0003111732588328033, 4895221000000, 
-0.08295909703695063, -0.0060965970085287355, 2.1706372797154453e-05, 4895226000000, 
-0.056975064064116565, -0.020065630205482875, -4.119163523691529e-05, 4895231000000, 
-0.03578974526283092, 0.011114067312158681, -0.00015587375398761567, 4895236000000, 
-0.03960134284439207, 0.00495945041148725, -7.833232301498517e-05, 4895241000000, 
-0.07433398225986004, -0.0016180644149467304, 0.00012713777935786233, 4895246000000, 
-0.06524504895956762, -0.007098511664189047, -3.0334343476371092e-05, 4895251000000, 
-0.028865730530792735, -0.0040214394102893155, 2.1329898273709486e-05, 4895256000000, 
-0.06278013020544959, 0.00664560288593108, -0.00011888904909123976, 4895261000000, 
-0.04819346749014234, -0.014418678725918675, -1.2237075384935488e-05, 4895266000000, 
-0.060640227010081114, 0.014334215229294407, -0.00011899920779094361, 4895271000000, 
-0.05163605151074696, -0.01590898726398489, 0.0003014687169379489, 4895276000000, 
-0.05754332098175682, 0.020598178726361438, -5.783339949111981e-05, 4895281000000, 
-0.06523243688255546, 0.004975855984098808, -0.0001871839946558683, 4895286000000, 
-0.061564643622609085, -0.0012343295739492843, 0.00021429887914299563, 4895291000000, 
-0.03551906435262769, 0.008858078129441322, 8.691365352945335e-05, 4895296000000, 
-0.0627867608901273, 0.01772960153036302, 6.176156162642245e-05, 4895301000000, 
-0.06543031206706035, -0.02960297489358084, -0.00017049561545707007, 4895306000000, 
-0.05961202616742212, 0.004078505603745215, -0.00044601098682692616, 4895311000000, 
-0.062392199554176256, -0.024707791158391883, -6.585797930230136e-05, 4895316000000, 
-0.0722183008816859, 0.03101695019330059, -0.00042593681769595866, 4895321000000, 
6.727406649740902, 0.09995226883347286, -0.000389961334856566, 4895326000000, 
-0.01932380424752432, -0.06384348033195893, -0.0014222472794342747, 4895331000000, 
-0.2578097708917696, 0.10401856274128163, -0.002319621589352993, 4895336000000, 
-0.061054309525243614, -0.014115931772738913, -0.00291218021707416, 4895341000000, 
0.1154393119693314, -0.042292132300762085, -0.003984119279703886, 4895346000000, 
-0.20125822764621146, 0.06379478807908484, -0.004960074929370647, 4895351000000, 
3.2157644616999765, 0.06629175913892212, -0.0034328051985515464, 4895356000000, 
0.8319286030252778, -0.08426326327678749, 0.013802942726672048, 4895361000000, 
-0.25671057880659476, 0.10641943055863659, 0.04002733112218577, 4895366000000, 
-0.05824299238634671, -0.04023504830695157, 0.07252585901893069, 4895371000000, 
-0.06542811302819182, -0.004076935432275379, 0.10863427781921028, 4895376000000, 
0.06153589703192257, -0.05674838810567115, 0.1463030889885299, 4895381000000, 
-0.2537659824057833, 0.05269781318965874, 0.18257126847845997, 4895386000000, 
3.3863016008160294, 0.0010027718647672816, 0.21189011691213822, 4895391000000, 
0.43642925021034, -0.0003758767536602191, 0.27337248780585505, 4895396000000, 
-0.12895872343897982, -0.01564965762005221, 0.3286540514634136, 4895401000000, 
-0.07639644035938396, 0.013713306828009298, 0.3826760406337238, 4895406000000, 
-0.053371115709755376, 0.04151776517518589, 0.432946307472468, 4895411000000, 
