acc_x, acc_y, angular_z, stamp, 
0.20135003328323364, 0.07219898700714111, 0.011058016222110986, 1707433162065949436, 
0.7613853812217712, 0.08317500352859497, 0.03338832529475445, 1707433162073683137, 
1.626536250114441, 0.04678475856781006, 0.02201063901747551, 1707433162083954606, 
1.9442673921585083, 0.13129538297653198, 0.012795054128716073, 1707433162093750774, 
1.3474183082580566, 0.23069500923156738, 0.02321506396649036, 1707433162103757939, 
0.6888630986213684, 0.09219616651535034, 0.0457474608443041, 1707433162114185013, 
0.9977103471755981, -0.08215266466140747, 0.05893981977573717, 1707433162123807625, 
1.5566201210021973, -0.33869755268096924, 0.04012473714095504, 1707433162133826275, 
1.6020750999450684, -0.40509843826293945, 0.021945680210171858, 1707433162145596840, 
1.0276026725769043, -0.23466265201568604, 0.029097746637488296, 1707433162154647807, 
0.41203856468200684, -0.007674276828765869, 0.02550323530185724, 1707433162164525930, 
0.3077811598777771, -0.004002392292022705, 0.019483343742939908, 1707433162173872718, 
0.18297678232192993, 0.01750028133392334, 0.009558797301321318, 1707433162184523766, 
0.17651981115341187, 0.009118616580963135, 0.03628338639316868, 1707433162274591629, 
-0.7394759654998779, 0.22424739599227905, 0.017901120013758414, 1707433162305972419, 
-0.43510591983795166, 0.5045917630195618, -0.009558115248867025, 1707433162314577532, 
-0.2891395688056946, 0.2539650797843933, -0.020470228216029302, 1707433162324634471, 
0.26727133989334106, -0.20920628309249878, -0.02899314342982684, 1707433162336636541, 
0.1521894931793213, -0.551015317440033, -0.07180380173746229, 1707433162354656915, 
-0.2224135398864746, -0.3735806345939636, -0.08489471373420616, 1707433162364616218, 
0.05851930379867554, -0.278916597366333, -0.08455999825462428, 1707433162374645202, 
0.458953857421875, -0.18473708629608154, -0.06645775638099335, 1707433162386066697, 
0.36860930919647217, 0.02987051010131836, -0.07269229209059844, 1707433162394988292, 
0.3723819851875305, 0.2527066469192505, -0.0520151721515883, 1707433162404806826, 
0.15138930082321167, 0.49975699186325073, -0.04281643379059824, 1707433162424963587, 
-0.22029662132263184, 0.3117296099662781, -0.04077471903136613, 1707433162434685818, 
-0.2531570792198181, 0.22108876705169678, -0.03558980682952513, 1707433162444773832, 
0.07954651117324829, 0.07689779996871948, -0.026011962271186715, 1707433162454691225, 
