x, y, theta, stamp, 
1.1385782957077026, 0.8596938252449036, 2.724600986753709, 1709252968751432424, 
1.1385782957077026, 0.8596937656402588, 2.7246008399549897, 1709252968799896686, 
1.1385782957077026, 0.8596937656402588, 2.7246008015454337, 1709252968849832328, 
1.1385782957077026, 0.8596937656402588, 2.7246008741801853, 1709252968891913071, 
1.1385782957077026, 0.859693706035614, 2.7246005065694034, 1709252968940913315, 
1.1385782957077026, 0.859693706035614, 2.724600538519634, 1709252968990368137, 
1.1385782957077026, 0.8596936464309692, 2.7246003712261286, 1709252969040932632, 
1.138319492340088, 0.8597745895385742, 2.7222879585537973, 1709252969100919385, 
1.136337161064148, 0.8608079552650452, 2.70860745336968, 1709252969151925333, 
1.1326289176940918, 0.8628745675086975, 2.6910457382452146, 1709252969200922129, 
1.1229020357131958, 0.8681524991989136, 2.6348005165643693, 1709252969291937012, 
1.1078373193740845, 0.8772476315498352, 2.5475207404525912, 1709252969391972608, 
1.087201476097107, 0.8923071026802063, 2.4213732753943864, 1709252969500925473, 
1.067988634109497, 0.9107843041419983, 2.288122200735613, 1709252969600116611, 
1.0526009798049927, 0.9295064210891724, 2.1666386425300783, 1709252969690940383, 
1.0387928485870361, 0.9523875117301941, 2.0315226200042664, 1709252969791007517, 
1.0265311002731323, 0.98058021068573, 1.8759537247051328, 1709252969905954473, 
1.0197798013687134, 1.0044420957565308, 1.7568830084311617, 1709252969995983554, 
1.01556396484375, 1.0318902730941772, 1.626971903666178, 1709252970095931445, 
1.0149985551834106, 1.059203028678894, 1.5076624974002721, 1709252970192032496, 
1.017521619796753, 1.0861105918884277, 1.3935788631940282, 1709252970285979073, 
1.0244135856628418, 1.1168967485427856, 1.2704692319423212, 1709252970395909181, 
1.034199833869934, 1.1443549394607544, 1.1623323253769382, 1709252970496049822, 
1.0465266704559326, 1.17018461227417, 1.0617010846446422, 1709252970593077902, 
1.0636471509933472, 1.1981773376464844, 0.9535189409900371, 1709252970706429169, 
1.0797611474990845, 1.2192468643188477, 0.8677564518470045, 1709252970795923055, 
1.0996736288070679, 1.240742564201355, 0.7695784871940419, 1709252970895937716, 
1.120558500289917, 1.259747862815857, 0.6794451614213785, 1709252970993047317, 
1.1407321691513062, 1.2756096124649048, 0.6201564910620504, 1709252971085978677, 
1.1653648614883423, 1.2926280498504639, 0.5641956001749016, 1709252971195924986, 
1.1884649991989136, 1.306830883026123, 0.5177075519398207, 1709252971295942236, 
1.2110718488693237, 1.3194855451583862, 0.4786764385495582, 1709252971394064028, 
1.2364658117294312, 1.332229733467102, 0.44565870640716415, 1709252971503289024, 
1.2574127912521362, 1.3421821594238281, 0.42311967223750024, 1709252971595915524, 
1.2802577018737793, 1.352290153503418, 0.4050605331884227, 1709252971696181266, 
1.3024470806121826, 1.3616877794265747, 0.3916396951229606, 1709252971795083627, 
1.3229503631591797, 1.3700191974639893, 0.3846013265060899, 1709252971885319654, 
1.347235083580017, 1.3798116445541382, 0.38068585490957607, 1709252971997075311, 
1.3691186904907227, 1.388423204421997, 0.3793186957117901, 1709252972097954240, 
1.3897781372070312, 1.3966420888900757, 0.3799227698694044, 1709252972194144423, 
1.4087141752243042, 1.4042423963546753, 0.3829312072582915, 1709252972286817814, 
1.4308750629425049, 1.4132518768310547, 0.3905662307433068, 1709252972395903147, 
1.4509174823760986, 1.421679139137268, 0.39998900911704904, 1709252972495933444, 
1.4703186750411987, 1.4300376176834106, 0.4104354524017891, 1709252972596052629, 
1.4874902963638306, 1.4375377893447876, 0.4183425155425951, 1709252972685340642, 
1.5081511735916138, 1.4470267295837402, 0.430007554629092, 1709252972795905690, 
1.5259144306182861, 1.4553371667861938, 0.4437667618929283, 1709252972895928659, 
1.5438634157180786, 1.4640917778015137, 0.45847746531020855, 1709252972995988869, 
1.5595992803573608, 1.472087025642395, 0.4717105381929273, 1709252973086352097, 
1.578497052192688, 1.4820114374160767, 0.48570706520721113, 1709252973195861810, 
1.5868172645568848, 1.4863803386688232, 0.4925019216462333, 1709252973246958518, 
1.6108566522598267, 1.4999200105667114, 0.514624808694792, 1709252973395215757, 
1.6250672340393066, 1.5081744194030762, 0.527776335272305, 1709252973486651407, 
1.6419950723648071, 1.5182828903198242, 0.5433641521971758, 1709252973595579158, 
1.6568715572357178, 1.5275273323059082, 0.559549624418689, 1709252973695334490, 
1.6717742681503296, 1.53691565990448, 0.5760525327817697, 1709252973796226856, 
1.6851557493209839, 1.5458372831344604, 0.5903235191303763, 1709252973885600321, 
1.6996334791183472, 1.555619239807129, 0.6086661500995237, 1709252973995361448, 
1.7132798433303833, 1.5653380155563354, 0.6234746499896531, 1709252974095479941, 
1.7270768880844116, 1.5755277872085571, 0.6357413090299125, 1709252974197076984, 
1.7408026456832886, 1.585839867591858, 0.6542461155220989, 1709252974305132559, 
1.751785159111023, 1.594332218170166, 0.6668990006326038, 1709252974396961342, 
1.763525128364563, 1.6037187576293945, 0.6825607996023982, 1709252974495948492, 
1.7747353315353394, 1.612823486328125, 0.6975735533754437, 1709252974596020996, 
1.7869727611541748, 1.6233177185058594, 0.71276101702445, 1709252974705972657, 
1.7968090772628784, 1.6319406032562256, 0.7252009204645763, 1709252974796957209, 
1.807346224784851, 1.6413908004760742, 0.7388281969352823, 1709252974895973319, 
1.8177034854888916, 1.65093994140625, 0.7523724382347767, 1709252974996952938, 
1.8264425992965698, 1.6592845916748047, 0.7645225373614597, 1709252975085978485, 
1.8369979858398438, 1.6694191694259644, 0.782131386924004, 1709252975196060030, 
1.8458038568496704, 1.6781840324401855, 0.7958309087882538, 1709252975292036297, 
1.8548355102539062, 1.6875112056732178, 0.8092158858972087, 1709252975392961040, 
1.8643789291381836, 1.697560429573059, 0.8251837549969769, 1709252975501984779, 
1.872409701347351, 1.7063732147216797, 0.8390595138316149, 1709252975600947866, 
1.8797887563705444, 1.7144967317581177, 0.8529497025396714, 1709252975691016764, 
1.8879410028457642, 1.7237122058868408, 0.8693997502983808, 1709252975796964655, 
1.896182894706726, 1.7336888313293457, 0.8842878439480666, 1709252975905980119, 
1.9029933214187622, 1.7419830560684204, 0.8987205532054048, 1709252975996037270, 
1.9099966287612915, 1.7504322528839111, 0.9135875578995744, 1709252976095977527, 
1.9167755842208862, 1.7592421770095825, 0.9273986601557758, 1709252976197006539, 
1.9238132238388062, 1.7688523530960083, 0.9423059203188213, 1709252976305994445, 
1.9291080236434937, 1.7763222455978394, 0.954694293913506, 1709252976395952591, 
1.9351595640182495, 1.7848583459854126, 0.9677383304801775, 1709252976495094790, 
1.9408328533172607, 1.7929611206054688, 0.9818428180564662, 1709252976591337641, 
1.9459235668182373, 1.8007586002349854, 0.9971044087769767, 1709252976687025277, 
1.9514747858047485, 1.8096470832824707, 1.0125818045992379, 1709252976795958139, 
1.9567207098007202, 1.8180341720581055, 1.027432587328729, 1709252976895970187, 
1.9616460800170898, 1.8259094953536987, 1.0421151145102012, 1709252976992060929, 
1.9657739400863647, 1.8333406448364258, 1.0567047665500424, 1709252977086026317, 
