x, y, th, stamp, 
-3.187706232070923, -0.18401242792606354, -3.0186214501939204, 1707433254869125205, 
-3.1932172775268555, -0.18503467738628387, -2.9596083497750096, 1707433254932913912, 
-3.198336362838745, -0.18631711602210999, -2.9014611078468913, 1707433254980970374, 
-3.204282522201538, -0.18801864981651306, -2.8357937013058514, 1707433255027927441, 
-3.2107720375061035, -0.19062557816505432, -2.761257371842801, 1707433255075946793, 
-3.218137264251709, -0.1942138969898224, -2.676286675877405, 1707433255123936235, 
-3.226250648498535, -0.1985713392496109, -2.5814454488631178, 1707433255173087630, 
-3.234022378921509, -0.2036791890859604, -2.488205309510888, 1707433255219999618, 
-3.241204261779785, -0.2094770073890686, -2.3943958530953005, 1707433255267598324, 
-3.2501413822174072, -0.21797440946102142, -2.26969003175032, 1707433255332920402, 
-3.2556421756744385, -0.2247375100851059, -2.179945071060484, 1707433255379922902, 
-3.260908365249634, -0.23230832815170288, -2.085268383255203, 1707433255427932021, 
-3.2657761573791504, -0.24045976996421814, -1.9898211069613132, 1707433255476940594, 
-3.2694997787475586, -0.2488580197095871, -1.8990252601452717, 1707433255523913476, 
-3.2724897861480713, -0.257791668176651, -1.806327115702187, 1707433255573078930, 
-3.274545669555664, -0.2665269076824188, -1.7175495891779191, 1707433255620118863, 
-3.2757654190063477, -0.2755366861820221, -1.627657104135934, 1707433255667620501, 
-3.276146173477173, -0.28764256834983826, -1.5026493117211566, 1707433255732908790, 
-3.275392532348633, -0.29634714126586914, -1.410766506732396, 1707433255779921190, 
-3.2739744186401367, -0.3054017424583435, -1.3178910040061562, 1707433255827983979, 
-3.2718334197998047, -0.3141525983810425, -1.2255014033649543, 1707433255875932673, 
-3.268521547317505, -0.32281893491744995, -1.1343562388858883, 1707433255923941169, 
-3.2644424438476562, -0.33098500967025757, -1.0434043502829475, 1707433255973217435, 
-3.259788990020752, -0.3388651907444, -0.9531346636023998, 1707433256020043297, 
-3.254369020462036, -0.34597247838974, -0.8614392140271736, 1707433256068358985, 
-3.246126890182495, -0.3550146818161011, -0.7341795785883192, 1707433256132923357, 
-3.239586353302002, -0.36091136932373047, -0.6424637722840366, 1707433256179890555, 
-3.232311248779297, -0.36609897017478943, -0.55101909460522, 1707433256227912283, 
-3.224738121032715, -0.37083902955055237, -0.4604763632170293, 1707433256275892352, 
-3.2163379192352295, -0.37481632828712463, -0.3697249088903772, 1707433256324054693, 
-3.207512140274048, -0.3782579004764557, -0.2769879596789057, 1707433256373033735, 
-3.1989755630493164, -0.3806302845478058, -0.18570628917010856, 1707433256419803131, 
-3.190272569656372, -0.38212645053863525, -0.09287948413840896, 1707433256467414126, 
-3.178361177444458, -0.3828555941581726, 0.03168166290640579, 1707433256531920208, 
-3.169361114501953, -0.3825935125350952, 0.1257799239531105, 1707433256579899365, 
-3.160405158996582, -0.3816380500793457, 0.21837401326379835, 1707433256627909301, 
-3.1514196395874023, -0.3794024586677551, 0.3073606720702809, 1707433256675909683, 
-3.1425206661224365, -0.37665417790412903, 0.39858426818106063, 1707433256724006879, 
-3.134390115737915, -0.37303751707077026, 0.48910117581159407, 1707433256772300000, 
-3.126628875732422, -0.3689579665660858, 0.5806124170084616, 1707433256819390901, 
-3.1193630695343018, -0.36403360962867737, 0.6732040875877743, 1707433256867797125, 
-3.10994553565979, -0.35642001032829285, 0.7967686682424929, 1707433256932257187, 
-3.1033871173858643, -0.3498169481754303, 0.8888987687346772, 1707433256980357562, 
-3.097245454788208, -0.34255844354629517, 0.9806916577459409, 1707433257028359509, 
-3.0922763347625732, -0.3347569704055786, 1.071502422728751, 1707433257075375491, 
-3.0877737998962402, -0.3266534209251404, 1.1645855404020498, 1707433257125125912, 
-3.0843679904937744, -0.31849533319473267, 1.2543669422766794, 1707433257172148005, 
-3.0815470218658447, -0.3098413050174713, 1.3480232000070864, 1707433257219439071, 
-3.07940411567688, -0.3011997938156128, 1.4396637207913472, 1707433257267404534, 
-3.078068256378174, -0.28896287083625793, 1.5624889092449221, 1707433257331809517, 
-3.077974557876587, -0.2800043821334839, 1.653650527915576, 1707433257380359749, 
-3.0785067081451416, -0.27072203159332275, 1.7440814538850542, 1707433257427405682, 
-3.0801589488983154, -0.26157110929489136, 1.8348471405105857, 1707433257475466781, 
-3.0824644565582275, -0.25253286957740784, 1.92950943582475, 1707433257524736994, 
-3.0856869220733643, -0.24417099356651306, 2.0210913030030055, 1707433257572086209, 
-3.08978271484375, -0.23614846169948578, 2.1160637062287027, 1707433257619417717, 
-3.094505548477173, -0.22850611805915833, 2.210166031285509, 1707433257668163634, 
-3.102027177810669, -0.2191038280725479, 2.334144070981454, 1707433257732197396, 
-3.1084492206573486, -0.21252375841140747, 2.4255547633127468, 1707433257779941898, 
-3.115229368209839, -0.2060597538948059, 2.5159753324029293, 1707433257827945747, 
-3.1231517791748047, -0.2009524405002594, 2.6067910248741106, 1707433257876909534, 
-3.1307151317596436, -0.19637608528137207, 2.696899167625383, 1707433257923904733, 
-3.138674259185791, -0.19252429902553558, 2.79077334908983, 1707433257972092869, 
-3.1469717025756836, -0.18947432935237885, 2.8846140034611376, 1707433258020008770, 
-3.155712127685547, -0.18733085691928864, 2.976755368895519, 1707433258068205316, 
-3.1676762104034424, -0.1857851892709732, 3.098991395816466, 1707433258131960639, 
-3.176994562149048, -0.18534690141677856, -3.0924530037695295, 1707433258179947191, 
-3.186281204223633, -0.18593022227287292, -3.0008626034409955, 1707433258228107375, 
-3.195335626602173, -0.1874682456254959, -2.9046440392051602, 1707433258277945881, 
-3.2035300731658936, -0.1898554116487503, -2.8159248768170064, 1707433258323913087, 
-3.211475372314453, -0.19308249652385712, -2.7242692554568593, 1707433258372089782, 
-3.2193570137023926, -0.19705983996391296, -2.6327133585887297, 1707433258420255999, 
-3.227076768875122, -0.20170675218105316, -2.540924040836907, 1707433258467373904, 
-3.236769437789917, -0.20890383422374725, -2.4189187732027695, 1707433258532014617, 
-3.243535041809082, -0.21515871584415436, -2.328000167834439, 1707433258580106053, 
-3.2496604919433594, -0.22163908183574677, -2.2364009101865236, 1707433258627977537, 
-3.255481481552124, -0.22905413806438446, -2.1398739247587852, 1707433258676937466, 
-3.260188102722168, -0.23666004836559296, -2.0486887282269386, 1707433258723911297, 
-3.264338254928589, -0.24481450021266937, -1.9543265519433766, 1707433258772092748, 
-3.2680864334106445, -0.25342604517936707, -1.8613724533235756, 1707433258819448089, 
-3.270625114440918, -0.26239335536956787, -1.7702043304036632, 1707433258867887114, 
-3.2727441787719727, -0.2743087112903595, -1.650331726519727, 1707433258931949638, 
-3.2732949256896973, -0.2834162414073944, -1.5586711183098048, 1707433258979943435, 
-3.2728490829467773, -0.2922844886779785, -1.4676042941146843, 1707433259028038412, 
-3.2719886302948, -0.30184412002563477, -1.3680834529234365, 1707433259077952487, 
-3.2700159549713135, -0.3101443350315094, -1.2804620734711543, 1707433259123924149, 
-3.267601728439331, -0.31876930594444275, -1.186747437027008, 1707433259172102079, 
-3.2640819549560547, -0.3273277282714844, -1.0975200214556504, 1707433259219929141, 
-3.259564161300659, -0.3355247974395752, -1.0071183996164939, 1707433259268087750, 
-3.2526462078094482, -0.34591367840766907, -0.8828436038296887, 1707433259332018952, 
-3.2467398643493652, -0.3527851104736328, -0.7912038213793117, 1707433259379944429, 
-3.2403159141540527, -0.35894516110420227, -0.6976879595710698, 1707433259428049079, 
-3.2335355281829834, -0.36466068029403687, -0.6052312653106816, 1707433259475956354, 
-3.2259788513183594, -0.36970841884613037, -0.5132889610618567, 1707433259523921372, 
-3.21807599067688, -0.37404197454452515, -0.42142851954495797, 1707433259572221258, 
-3.209660530090332, -0.37784552574157715, -0.3304141309951548, 1707433259620037784, 
-3.2007217407226562, -0.38070419430732727, -0.23837788550323935, 1707433259669319072, 
-3.1888511180877686, -0.3835670053958893, -0.11671763977455793, 1707433259732954787, 
-3.18019962310791, -0.38408800959587097, -0.02646835631580674, 1707433259779953429, 
-3.1711177825927734, -0.3841465711593628, 0.06822943991088035, 1707433259828961171, 
-3.1620962619781494, -0.3836652934551239, 0.15958492205747, 1707433259875983998, 
-3.152829170227051, -0.38242337107658386, 0.25154528218195343, 1707433259923939990, 
