error, error_dot, error_int, time stamp, 
1.2860448758537233, -2.8444026219343704e-07, 0.08745105284607477, 14178000000, 
1.2860448725565128, -1.979377925181882e-07, 0.11660140329068906, 14212000000, 
1.2873944616240038, 0.004410389463593264, 0.21867351663124973, 14280000000, 
1.2382669825567616, -0.08971275764414631, 0.434624323396966, 14382000000, 
1.1342434682864804, -0.33052037974634924, 0.5986777439198397, 14484000000, 
1.014034934764819, -0.5363652974872939, 0.6676321194838475, 14586000000, 
0.8914574828937836, -0.5931282988796703, 0.7282512283206247, 14688000000, 
0.7777449128698617, -0.5863847610555436, 0.7811378823957753, 14790000000, 
0.6910633772932688, -0.5132462020007135, 0.8281301920517176, 14892000000, 
0.6369128160311006, -0.3717543013322777, 0.8714402635418323, 14994000000, 
0.6124575555495788, -0.22491410964405656, 0.7609061477660034, 15062000000, 
0.5961332691711378, -0.1518871325142068, 0.7946870330190345, 15164000000, 
0.5885574884419502, -0.06572606778769537, 0.9936463488368937, 15266000000, 
0.5803214351147346, -0.038215056839200866, 1.0331082064246957, 15368000000, 
0.4498177591446355, -0.24015650755642218, 1.063695814046531, 15470000000, 
0.41235615254887126, -0.4876943766927489, 1.0917360324198542, 15572000000, 
0.368475042570684, -0.1941247110616271, 1.1167923353146607, 15674000000, 
0.32033124918989486, -0.22206864924373151, 1.1385748602595736, 15776000000, 
0.30454544153883445, -0.18312646145855985, 1.1592839502842143, 15878000000, 
0.18203291457862392, -0.2517714742848552, 1.1716621884755607, 15980000000, 
0.17330507191946998, -0.4146289159796977, 1.1834469333660846, 16082000000, 
0.16663688306968005, -0.03941809504591145, 1.194778241414823, 16184000000, 
0.15848052622535747, -0.035118847293958234, 1.2055549171981472, 16286000000, 
0.1608384799062268, -0.022801895437542238, 1.2164919338317706, 16388000000, 
0.18211125862854383, 0.04246517333996028, 1.2288754994185116, 16490000000, 
0.04373746239284859, -0.15658208952787775, 1.2318496468612252, 16592000000, 
0.04053544063492165, -0.458480422517815, 1.028838380687, 16660000000, 
0.02509071007488961, -0.0459799704997047, 1.0302601875912438, 16762000000, 
0.008163349807952525, -0.07813206108987118, 1.2368673328964332, 16864000000, 
-0.010396823287863732, -0.08564525102890592, 1.2361603489128585, 16966000000, 
0.01062172091349689, -0.026310133971032504, 1.2368826259349763, 17068000000, 
0.033636434687956296, 0.10629379440715793, 1.2391699034937573, 17170000000, 
-0.11964350642156862, -0.17524593719053286, 1.2310341450570907, 17272000000, 
-0.11850053280653894, -0.4990472362810787, 1.222976108826246, 17374000000, 
-0.12242840043047831, -0.00268287646058824, 1.2146509775969736, 17476000000, 
-0.13811097231228686, -0.038461286159619766, 1.205259431479738, 17578000000, 
-0.13038559104782577, -0.038627062907117655, 1.1963932112884859, 17680000000, 
-0.08834670747511275, 0.09393733023143008, 1.1903856351801783, 17782000000, 
-0.2326361375720567, -0.09838507018221886, 1.1745663778252784, 17884000000, 
-0.22782254869254448, -0.4636687439777381, 1.1590744445141854, 17986000000, 
-0.2261549443180879, 0.01845552636189707, 1.1436959083005553, 18088000000, 
-0.23753679366346914, -0.013148105549784463, 1.1275434063314393, 18190000000, 
-0.24367597502989646, -0.0492331966184236, 0.9258112000245051, 18258000000, 
-0.21823602919831808, 0.019788220422568756, 0.9134444917032671, 18360000000, 
-0.3087154164893393, -0.06470505821546481, 1.0751407417226457, 18462000000, 
-0.3127741166017497, -0.302316135121655, 1.0538721017937267, 18564000000, 
-0.3105316970872902, -0.009599641683596895, 1.032755946391791, 18666000000, 
-0.3150580697500782, -6.786541481871092e-05, 1.0113319976487858, 18768000000, 
-0.3871184008699706, -0.13253770661024247, 0.9850079463896277, 18870000000, 
-0.3589068748218325, -0.18939401338504358, 0.9606022789017431, 18972000000, 
-0.34406294162911344, 0.11644932236763944, 0.9372059988709633, 19074000000, 
-0.34187283663929113, 0.05208818852166729, 0.9139586459794915, 19176000000, 
-0.344514774804471, 0.002840313422327993, 0.8905316412927875, 19278000000, 
-0.3170382620398371, 0.03626247783378131, 0.8689730394740786, 19380000000, 
-0.30600601542349715, 0.10781907213334607, 0.8481646304252808, 19482000000, 
-0.305016416540969, 0.03767008515556869, 0.8274235141004949, 19584000000, 
-0.28205432870105573, 0.04075373464864306, 0.8082438197488231, 19686000000, 
-0.27455353558847184, 0.0897469402204693, 0.6579784827740056, 19754000000, 
-0.27004039442239636, 0.0456178900932063, 0.6426761937567365, 19856000000, 
-0.2748422464576663, 0.006902663883792518, 0.7525221597489627, 19958000000, 
-0.23127792650059265, 0.05549120242897674, 0.7367952607469225, 20060000000, 
-0.22513512265105806, 0.15240431987529723, 0.7214860724066505, 20162000000, 
-0.22347470462642471, 0.022787623731540058, 0.7062897924920536, 20264000000, 
-0.17142665933091994, 0.09047202834112984, 0.694632779657551, 20366000000, 
-0.16223781745283006, 0.18510609880571802, 0.6836006080707585, 20468000000, 
-0.16337241857410945, 0.028174971625654206, 0.672491283607719, 20570000000, 
-0.14917075524362433, 0.019497485437788134, 0.6623476722511525, 20672000000, 
-0.10343210589790486, 0.12114701961877401, 0.655314289050095, 20774000000, 
-0.11007159699075864, 0.13862386862513917, 0.6478294204547235, 20876000000, 
-0.10364512306370788, -0.011196908919373853, 0.6407815520863913, 20978000000, 
-0.05926201029197786, 0.09352297487880969, 0.6367517353865368, 21080000000, 
-0.05378511774535477, 0.15399202302301165, 0.6330943473798527, 21182000000, 
-0.06144835459271203, 0.005376712820079943, 0.6289158592675483, 21284000000, 
-0.06233865385677495, -0.026788942502598074, 0.520564025671073, 21352000000, 
-0.01747176100015624, 0.08361008764012041, 0.5195739592143974, 21454000000, 
-0.02227639339133658, 0.13877312634323055, 0.6219739563066662, 21556000000, 
