x, y, theta, stamp, 
1.9504748582839966, 2.019923448562622, 0.9196570029547163, 1709252829448355155, 
1.9504748582839966, 2.019923448562622, 0.9196570669553962, 1709252829498352917, 
1.9504748582839966, 2.019923448562622, 0.9196570506194892, 1709252829548369738, 
1.9504748582839966, 2.019923448562622, 0.9196570396065783, 1709252829588603466, 
1.9504748582839966, 2.019923448562622, 0.9196570099347501, 1709252829658363163, 
1.9504748582839966, 2.019923448562622, 0.9196568106353904, 1709252829688127562, 
1.9504748582839966, 2.019923448562622, 0.9196568028232679, 1709252829748523833, 
1.9504748582839966, 2.019923448562622, 0.9196567562207106, 1709252829798582346, 
1.9504748582839966, 2.019923448562622, 0.9196567521135721, 1709252829848472069, 
1.9504761695861816, 2.019923448562622, 0.9196665643259353, 1709252829898762803, 
1.950535774230957, 2.0199267864227295, 0.920116710122481, 1709252829948381791, 
1.9539101123809814, 2.024732828140259, 0.9646307888315848, 1709252830058752108, 
1.959730863571167, 2.0333800315856934, 1.026572489333, 1709252830148610839, 
1.9675434827804565, 2.047463893890381, 1.132779428594052, 1709252830248372519, 
1.9758639335632324, 2.067265033721924, 1.2675445526280142, 1709252830348357103, 
1.9812875986099243, 2.0875508785247803, 1.4021995208310483, 1709252830438980851, 
1.9845610857009888, 2.1140408515930176, 1.567762616968511, 1709252830548379114, 
1.9840432405471802, 2.138662338256836, 1.7206590955324483, 1709252830648366328, 
1.9794389009475708, 2.1625258922576904, 1.87216598365266, 1709252830748355417, 
1.9724140167236328, 2.1819515228271484, 2.024060303633675, 1709252830838850183, 
1.96067214012146, 2.2039642333984375, 2.2048555434021733, 1709252830948520913, 
1.9461976289749146, 2.221466541290283, 2.3718600807349413, 1709252831048480506, 
1.928986668586731, 2.236499071121216, 2.5369195119057233, 1709252831148372508, 
1.9115018844604492, 2.247267961502075, 2.686828911068324, 1709252831238916254, 
1.8876615762710571, 2.256953477859497, 2.8689048092991345, 1709252831348808921, 
1.8645691871643066, 2.2624218463897705, 3.0205314212795056, 1709252831448373927, 
1.8405020236968994, 2.2643380165100098, -3.1189017267644794, 1709252831549362083, 
1.818961501121521, 2.2629785537719727, -3.0012781776702595, 1709252831638509532, 
1.7953747510910034, 2.258312225341797, -2.870369898717047, 1709252831738362679, 
1.7702305316925049, 2.2498340606689453, -2.74331854152809, 1709252831848377756, 
1.748542308807373, 2.2398409843444824, -2.6413240673101526, 1709252831949384604, 
1.729769229888916, 2.2286672592163086, -2.5606107525743758, 1709252832038602202, 
1.7101460695266724, 2.2146174907684326, -2.475936116430355, 1709252832138678583, 
1.6843321323394775, 2.1927099227905273, -2.3930623374188964, 1709252832248379474, 
1.6633062362670898, 2.1721036434173584, -2.322754509439616, 1709252832348360178, 
1.6468216180801392, 2.153675079345703, -2.266854710083895, 1709252832438358196, 
1.629791259765625, 2.1323230266571045, -2.204961444297462, 1709252832538684031, 
1.613101601600647, 2.108576774597168, -2.1368699965785134, 1709252832645428839, 
1.5992248058319092, 2.0852997303009033, -2.077577613694531, 1709252832745393782, 
1.5866596698760986, 2.0611836910247803, -2.0176586908005207, 1709252832843712762, 
1.5762442350387573, 2.0382819175720215, -1.9606962089185491, 1709252832933414797, 
1.5668411254882812, 2.0142784118652344, -1.9047617739463587, 1709252833044521490, 
1.5603382587432861, 1.9938814640045166, -1.8665485090195135, 1709252833143386394, 
1.5539149045944214, 1.9718964099884033, -1.8261661042061357, 1709252833243562551, 
1.5490565299987793, 1.9525419473648071, -1.7930982772485795, 1709252833333609257, 
1.5440938472747803, 1.9291398525238037, -1.7640978635678017, 1709252833443420940, 
1.5402384996414185, 1.9085948467254639, -1.742253433313558, 1709252833544369051, 
1.5370975732803345, 1.8889144659042358, -1.7311516723483413, 1709252833645615062, 
1.5343209505081177, 1.8709133863449097, -1.7223839856479999, 1709252833733382443, 
1.5310461521148682, 1.8474081754684448, -1.7026077680008322, 1709252833843388592, 
1.528525948524475, 1.8264731168746948, -1.6919097005162023, 1709252833944393660, 
1.5266129970550537, 1.8078633546829224, -1.6858468766379398, 1709252834038820134, 
1.5243964195251465, 1.7875232696533203, -1.6784261362526942, 1709252834138410747, 
1.5222456455230713, 1.7649363279342651, -1.6686997387414817, 1709252834248423261, 
1.520504117012024, 1.7458457946777344, -1.6610616584025526, 1709252834344570787, 
1.519098162651062, 1.7274830341339111, -1.6579579149085322, 1709252834438490417, 
1.517363429069519, 1.7079424858093262, -1.6513873104854322, 1709252834539589800, 
1.5158541202545166, 1.6868009567260742, -1.6506064662223603, 1709252834648357318, 
1.5144119262695312, 1.668287992477417, -1.6487607328758827, 1709252834745412834, 
1.5131731033325195, 1.6509827375411987, -1.6502781690499322, 1709252834838424262, 
1.5116721391677856, 1.6325479745864868, -1.6500046217858715, 1709252834936598460, 
1.5099025964736938, 1.6122756004333496, -1.653851925320905, 1709252835048671269, 
1.5085126161575317, 1.5948846340179443, -1.6591325442381872, 1709252835146714720, 
1.5069268941879272, 1.5784759521484375, -1.6672247728451424, 1709252835238435639, 
1.504907488822937, 1.5586484670639038, -1.6746978547021676, 1709252835348897871, 
1.5030559301376343, 1.5410428047180176, -1.6835034999311524, 1709252835449060032, 
1.5010547637939453, 1.5239216089248657, -1.6931165304389408, 1709252835546370337, 
1.499053716659546, 1.5083820819854736, -1.7051025050250161, 1709252835639437000, 
1.4964953660964966, 1.489928126335144, -1.7192223115268357, 1709252835748949367, 
1.4938368797302246, 1.472860336303711, -1.7305249620973382, 1709252835850533405, 
1.4911850690841675, 1.456770658493042, -1.743397276324488, 1709252835947389660, 
1.4884546995162964, 1.4416900873184204, -1.7556674765405167, 1709252836040435441, 
