acc_x, acc_y, angular_z, stamp, 
-0.03428914714044625, 0.21041081330963857, 1.0160606023809506, 4437473000000, 
0.13771060834410329, 0.22086431133314058, 1.0188638229847375, 4437478000000, 
-0.22346874311761977, 0.27287313198336705, 1.0212421452762754, 4437483000000, 
-0.1650059686083058, 0.48385685527091393, 1.024336241778123, 4437488000000, 
0.014065484948429968, 0.012488645724099072, 1.0280473324037231, 4437493000000, 
-0.1323289714489142, 0.2525550970899047, 1.0302467444149952, 4437498000000, 
-0.13636225483018244, 0.33862216313349625, 1.0335334903841995, 4437503000000, 
-0.017359198405197045, 0.22570027966412606, 1.035991315026726, 4437508000000, 
-0.030467954431754804, 0.19301789325616892, 1.037828469684928, 4437513000000, 
-0.11786543567092707, 0.3404088396325759, 1.0404275985261053, 4437518000000, 
0.021265521919382906, 0.4321166503488051, 1.0424794124962065, 4437523000000, 
0.04371365719073165, 0.0012581665645522953, 1.0434196727152159, 4437528000000, 
-0.10973551477380805, 0.30719976857164366, 1.0441773191452624, 4437533000000, 
0.01417553056656589, 0.41239156146524564, 1.0442041224297756, 4437538000000, 
-0.1668748401234197, 0.053650834368417236, 1.0442228925655503, 4437543000000, 
0.006200959994780663, 0.3292970265796884, 1.043889314257945, 4437548000000, 
0.020797578332728578, 0.3941952625068354, 1.04341043856305, 4437553000000, 
0.0030034222573173354, 0.049086870409889516, 1.0426578848134234, 4437558000000, 
-0.11303353738700855, 0.24274499170916722, 1.0402794658142456, 4437563000000, 
0.02438075849779893, 0.4420688872943457, 1.0377383316476272, 4437568000000, 
-0.06457574136527204, 0.08315633467247695, 1.0354682674044615, 4437573000000, 
-0.10060169589788116, 0.24852675830532764, 1.032355598446336, 4437578000000, 
0.042356048150647294, 0.4080068988051705, 1.029735733010846, 4437583000000, 
-0.04618939439763553, 0.10849414665783504, 1.0273935588116487, 4437588000000, 
0.11173680175362598, 0.2540685351629147, 1.024345448046186, 4437593000000, 
-0.09895648332491647, 0.43073281612772096, 1.0212501083844416, 4437598000000, 
-0.10127678611600571, 0.13554917111821943, 1.018930452730772, 4437603000000, 
-0.10319083762354274, 0.25097650871501953, 1.016592291394108, 4437608000000, 
-0.13966114989547934, 0.3895447139771544, 1.0147073825139494, 4437613000000, 
0.052110522412940175, 0.1378092907798706, 1.014040013073463, 4437618000000, 
-0.015777688348507676, 0.34451604882425463, 1.0121865942393296, 4437623000000, 
-0.11873586405106332, 0.18423668279963523, 1.0113116755725398, 4437628000000, 
0.074771667058269, 0.25724650631886525, 1.0112286748745052, 4437633000000, 
-0.039252136022480164, 0.3533083851210264, 1.0102524454513364, 4437638000000, 
-0.13865833881031925, 0.12925137481825952, 1.010050726824526, 4437643000000, 
0.08762790141418134, 0.2612876066759517, 1.010148967402112, 4437648000000, 
-0.10944848427858984, 0.34137254827935254, 1.0093847501637723, 4437653000000, 
-0.017112811843930896, 0.13930796018438407, 1.0085926966877234, 4437658000000, 
0.052195166707387275, 0.31782244706098006, 1.007933542631452, 4437663000000, 
-0.1431786737540926, 0.133581969829133, 1.0064372976248501, 4437668000000, 
-0.05356071656555324, 0.2543683671556274, 1.004948545204502, 4437673000000, 
0.029373925429788828, 0.3234366768956159, 1.0024508731037747, 4437678000000, 
-0.15287153223760822, 0.15037904507936214, 1.0008350421289842, 4437683000000, 
0.006320580987067776, 0.35665760580988703, 0.9991676264827153, 4437688000000, 
-0.1718024642789106, 0.1280368820345242, 0.9971025262349702, 4437693000000, 
-0.038130316416461876, 0.23993095252014826, 0.9955984626620921, 4437698000000, 
0.03728896935082444, 0.34159265326775035, 0.9947932620716223, 4437703000000, 
-0.16577343551219376, 0.16904194955723403, 0.9942013300770635, 4437708000000, 
-0.047364320637357224, 0.310580055958401, 0.9941413833073546, 4437713000000, 
0.025175329136053665, 0.3233524206301512, 0.9937769665915454, 4437718000000, 
-0.15151163514184096, 0.20036926200336455, 0.9944324093889705, 4437723000000, 
0.015163899699527108, 0.3162236541807534, 0.9959633024806198, 4437728000000, 
-0.11863639519471181, 0.18692656785133416, 0.9964288202735192, 4437733000000, 
-0.08398020885831022, 0.2417108732923524, 0.9978862735186166, 4437738000000, 
0.047009259130189204, 0.359985410508464, 0.9987909050315653, 4437743000000, 
-0.19373531954964077, 0.1569078196556242, 1.0009007829220882, 4437748000000, 
